date,product_id,center_id,units_demanded,units_sold,closing_stock,stockout_units,units_received,units_reordered
2024-03-29,SKU-001,DC-01,458,458,2134,0,0,0
2024-03-30,SKU-001,DC-01,112,112,2022,0,0,0
2024-03-31,SKU-001,DC-01,196,196,1826,0,0,0
2024-04-01,SKU-001,DC-01,329,329,1497,0,0,0
2024-04-02,SKU-001,DC-01,225,225,1272,0,0,0
2024-04-03,SKU-001,DC-01,225,225,1047,0,0,0
2024-04-04,SKU-001,DC-01,306,306,741,0,0,0
2024-04-05,SKU-001,DC-01,387,387,354,0,0,0
2024-04-06,SKU-001,DC-01,258,258,96,0,0,0
2024-04-07,SKU-001,DC-01,179,96,0,83,0,3216
2024-04-08,SKU-001,DC-01,260,0,0,260,0,0
2024-04-09,SKU-001,DC-01,377,0,0,377,0,0
2024-04-10,SKU-001,DC-01,233,233,2983,0,3216,0
2024-04-11,SKU-001,DC-01,727,727,2256,0,0,0
2024-04-12,SKU-001,DC-01,180,180,2076,0,0,0
2024-04-13,SKU-001,DC-01,309,309,1767,0,0,0
2024-04-14,SKU-001,DC-01,116,116,1651,0,0,0
2024-04-15,SKU-001,DC-01,177,177,1474,0,0,0
2024-04-16,SKU-001,DC-01,431,431,1043,0,0,0
2024-04-17,SKU-001,DC-01,300,300,743,0,0,0
2024-04-18,SKU-001,DC-01,241,241,502,0,0,0
2024-04-19,SKU-001,DC-01,61,61,441,0,0,0
2024-04-20,SKU-001,DC-01,184,184,257,0,0,0
2024-04-21,SKU-001,DC-01,98,98,159,0,0,3057
2024-04-22,SKU-001,DC-01,338,159,0,179,0,0
2024-04-23,SKU-001,DC-01,466,0,0,466,0,0
2024-04-24,SKU-001,DC-01,250,250,2807,0,3057,0
2024-04-25,SKU-001,DC-01,462,462,2345,0,0,0
2024-04-26,SKU-001,DC-01,295,295,2050,0,0,0
2024-04-27,SKU-001,DC-01,225,225,1825,0,0,0
2024-04-28,SKU-001,DC-01,288,288,1537,0,0,0
2024-04-29,SKU-001,DC-01,307,307,1230,0,0,0
2024-04-30,SKU-001,DC-01,179,179,1051,0,0,0
2024-05-01,SKU-001,DC-01,507,507,544,0,0,0
2024-05-02,SKU-001,DC-01,334,334,210,0,0,0
2024-05-03,SKU-001,DC-01,584,210,0,374,0,0
2024-05-04,SKU-001,DC-01,172,0,0,172,0,0
2024-05-05,SKU-001,DC-01,179,0,0,179,0,3216
2024-05-06,SKU-001,DC-01,217,0,0,217,0,0
2024-05-07,SKU-001,DC-01,440,0,0,440,0,0
2024-05-08,SKU-001,DC-01,391,391,2825,0,3216,0
2024-05-09,SKU-001,DC-01,296,296,2529,0,0,0
2024-05-10,SKU-001,DC-01,137,137,2392,0,0,0
2024-05-11,SKU-001,DC-01,143,143,2249,0,0,0
2024-05-12,SKU-001,DC-01,122,122,2127,0,0,0
2024-05-13,SKU-001,DC-01,166,166,1961,0,0,0
2024-05-14,SKU-001,DC-01,286,286,1675,0,0,0
2024-05-15,SKU-001,DC-01,267,267,1408,0,0,0
2024-05-16,SKU-001,DC-01,182,182,1226,0,0,0
2024-05-17,SKU-001,DC-01,111,111,1115,0,0,0
2024-05-18,SKU-001,DC-01,80,80,1035,0,0,0
2024-05-19,SKU-001,DC-01,134,134,901,0,0,2315
2024-05-20,SKU-001,DC-01,119,119,782,0,0,0
2024-05-21,SKU-001,DC-01,182,182,600,0,0,0
2024-05-22,SKU-001,DC-01,394,394,2521,0,2315,0
2024-05-23,SKU-001,DC-01,236,236,2285,0,0,0
2024-05-24,SKU-001,DC-01,90,90,2195,0,0,0
2024-05-25,SKU-001,DC-01,97,97,2098,0,0,0
2024-05-26,SKU-001,DC-01,89,89,2009,0,0,0
2024-05-27,SKU-001,DC-01,229,229,1780,0,0,0
2024-05-28,SKU-001,DC-01,263,263,1517,0,0,0
2024-05-29,SKU-001,DC-01,258,258,1259,0,0,0
2024-05-30,SKU-001,DC-01,365,365,894,0,0,0
2024-05-31,SKU-001,DC-01,197,197,697,0,0,0
2024-06-01,SKU-001,DC-01,73,73,624,0,0,0
2024-06-02,SKU-001,DC-01,122,122,502,0,0,2714
2024-06-03,SKU-001,DC-01,450,450,52,0,0,0
2024-06-04,SKU-001,DC-01,270,52,0,218,0,0
2024-06-05,SKU-001,DC-01,366,366,2348,0,2714,0
2024-06-06,SKU-001,DC-01,469,469,1879,0,0,0
2024-06-07,SKU-001,DC-01,337,337,1542,0,0,0
2024-06-08,SKU-001,DC-01,116,116,1426,0,0,0
2024-06-09,SKU-001,DC-01,147,147,1279,0,0,0
2024-06-10,SKU-001,DC-01,131,131,1148,0,0,0
2024-06-11,SKU-001,DC-01,161,161,987,0,0,0
2024-06-12,SKU-001,DC-01,264,264,723,0,0,0
2024-06-13,SKU-001,DC-01,90,90,633,0,0,0
2024-06-14,SKU-001,DC-01,281,281,352,0,0,0
2024-06-15,SKU-001,DC-01,110,110,242,0,0,0
2024-06-16,SKU-001,DC-01,102,102,140,0,0,3076
2024-06-17,SKU-001,DC-01,169,140,0,29,0,0
2024-06-18,SKU-001,DC-01,203,0,0,203,0,0
2024-06-19,SKU-001,DC-01,103,103,2973,0,3076,0
2024-06-20,SKU-001,DC-01,257,257,2716,0,0,0
2024-06-21,SKU-001,DC-01,337,337,2379,0,0,0
2024-06-22,SKU-001,DC-01,99,99,2280,0,0,0
2024-06-23,SKU-001,DC-01,31,31,2249,0,0,0
2024-06-24,SKU-001,DC-01,203,203,2046,0,0,0
2024-06-25,SKU-001,DC-01,130,130,1916,0,0,0
2024-06-26,SKU-001,DC-01,232,232,1684,0,0,0
2024-06-27,SKU-001,DC-01,270,270,1414,0,0,0
2024-06-28,SKU-001,DC-01,161,161,1253,0,0,0
2024-06-29,SKU-001,DC-01,178,178,1075,0,0,0
2024-06-30,SKU-001,DC-01,157,157,918,0,0,2298
2024-07-01,SKU-001,DC-01,136,136,782,0,0,0
2024-07-02,SKU-001,DC-01,406,406,376,0,0,0
2024-07-03,SKU-001,DC-01,366,366,2308,0,2298,0
2024-07-04,SKU-001,DC-01,226,226,2082,0,0,0
2024-07-05,SKU-001,DC-01,208,208,1874,0,0,0
2024-07-06,SKU-001,DC-01,53,53,1821,0,0,0
2024-07-07,SKU-001,DC-01,158,158,1663,0,0,0
2024-07-08,SKU-001,DC-01,179,179,1484,0,0,0
2024-07-09,SKU-001,DC-01,181,181,1303,0,0,0
2024-07-10,SKU-001,DC-01,234,234,1069,0,0,0
2024-07-11,SKU-001,DC-01,150,150,919,0,0,0
2024-07-12,SKU-001,DC-01,206,206,713,0,0,0
2024-07-13,SKU-001,DC-01,63,63,650,0,0,0
2024-07-14,SKU-001,DC-01,123,123,527,0,0,2689
2024-07-15,SKU-001,DC-01,82,82,445,0,0,0
2024-07-16,SKU-001,DC-01,187,187,258,0,0,0
2024-07-17,SKU-001,DC-01,216,216,2731,0,2689,0
2024-07-18,SKU-001,DC-01,428,428,2303,0,0,0
2024-07-19,SKU-001,DC-01,218,218,2085,0,0,0
2024-07-20,SKU-001,DC-01,132,132,1953,0,0,0
2024-07-21,SKU-001,DC-01,142,142,1811,0,0,0
2024-07-22,SKU-001,DC-01,136,136,1675,0,0,0
2024-07-23,SKU-001,DC-01,337,337,1338,0,0,0
2024-07-24,SKU-001,DC-01,217,217,1121,0,0,0
2024-07-25,SKU-001,DC-01,112,112,1009,0,0,0
2024-07-26,SKU-001,DC-01,230,230,779,0,0,0
2024-07-27,SKU-001,DC-01,218,218,561,0,0,0
2024-07-28,SKU-001,DC-01,220,220,341,0,0,2875
2024-07-29,SKU-001,DC-01,362,341,0,21,0,0
2024-07-30,SKU-001,DC-01,355,0,0,355,0,0
2024-07-31,SKU-001,DC-01,331,331,2544,0,2875,0
2024-08-01,SKU-001,DC-01,159,159,2385,0,0,0
2024-08-02,SKU-001,DC-01,269,269,2116,0,0,0
2024-08-03,SKU-001,DC-01,174,174,1942,0,0,0
2024-08-04,SKU-001,DC-01,78,78,1864,0,0,0
2024-08-05,SKU-001,DC-01,130,130,1734,0,0,0
2024-08-06,SKU-001,DC-01,375,375,1359,0,0,0
2024-08-07,SKU-001,DC-01,133,133,1226,0,0,0
2024-08-08,SKU-001,DC-01,381,381,845,0,0,0
2024-08-09,SKU-001,DC-01,225,225,620,0,0,0
2024-08-10,SKU-001,DC-01,77,77,543,0,0,0
2024-08-11,SKU-001,DC-01,228,228,315,0,0,2901
2024-08-12,SKU-001,DC-01,435,315,0,120,0,0
2024-08-13,SKU-001,DC-01,547,0,0,547,0,0
2024-08-14,SKU-001,DC-01,513,513,2388,0,2901,0
2024-08-15,SKU-001,DC-01,365,365,2023,0,0,0
2024-08-16,SKU-001,DC-01,168,168,1855,0,0,0
2024-08-17,SKU-001,DC-01,116,116,1739,0,0,0
2024-08-18,SKU-001,DC-01,202,202,1537,0,0,0
2024-08-19,SKU-001,DC-01,240,240,1297,0,0,0
2024-08-20,SKU-001,DC-01,549,549,748,0,0,0
2024-08-21,SKU-001,DC-01,365,365,383,0,0,0
2024-08-22,SKU-001,DC-01,286,286,97,0,0,0
2024-08-23,SKU-001,DC-01,237,97,0,140,0,0
2024-08-24,SKU-001,DC-01,156,0,0,156,0,0
2024-08-25,SKU-001,DC-01,114,0,0,114,0,3216
2024-08-26,SKU-001,DC-01,293,0,0,293,0,0
2024-08-27,SKU-001,DC-01,358,0,0,358,0,0
2024-08-28,SKU-001,DC-01,262,262,2954,0,3216,0
2024-08-29,SKU-001,DC-01,444,444,2510,0,0,0
2024-08-30,SKU-001,DC-01,381,381,2129,0,0,0
2024-08-31,SKU-001,DC-01,355,355,1774,0,0,0
2024-09-01,SKU-001,DC-01,51,51,1723,0,0,0
2024-09-02,SKU-001,DC-01,73,73,1650,0,0,0
2024-09-03,SKU-001,DC-01,424,424,1226,0,0,0
2024-09-04,SKU-001,DC-01,253,253,973,0,0,0
2024-09-05,SKU-001,DC-01,384,384,589,0,0,0
2024-09-06,SKU-001,DC-01,142,142,447,0,0,0
2024-09-07,SKU-001,DC-01,226,226,221,0,0,0
2024-09-08,SKU-001,DC-01,151,151,70,0,0,3146
2024-09-09,SKU-001,DC-01,226,70,0,156,0,0
2024-09-10,SKU-001,DC-01,168,0,0,168,0,0
2024-09-11,SKU-001,DC-01,221,221,2925,0,3146,0
2024-09-12,SKU-001,DC-01,294,294,2631,0,0,0
2024-09-13,SKU-001,DC-01,340,340,2291,0,0,0
2024-09-14,SKU-001,DC-01,113,113,2178,0,0,0
2024-09-15,SKU-001,DC-01,213,213,1965,0,0,0
2024-09-16,SKU-001,DC-01,210,210,1755,0,0,0
2024-09-17,SKU-001,DC-01,325,325,1430,0,0,0
2024-09-18,SKU-001,DC-01,197,197,1233,0,0,0
2024-09-19,SKU-001,DC-01,609,609,624,0,0,0
2024-09-20,SKU-001,DC-01,159,159,465,0,0,0
2024-09-21,SKU-001,DC-01,172,172,293,0,0,0
2024-09-22,SKU-001,DC-01,102,102,191,0,0,3025
2024-09-23,SKU-001,DC-01,338,191,0,147,0,0
2024-09-24,SKU-001,DC-01,228,0,0,228,0,0
2024-09-25,SKU-001,DC-01,116,116,2909,0,3025,0
2024-09-26,SKU-001,DC-01,831,831,2078,0,0,0
2024-09-27,SKU-001,DC-01,382,382,1696,0,0,0
2024-09-28,SKU-001,DC-01,115,115,1581,0,0,0
2024-09-29,SKU-001,DC-01,211,211,1370,0,0,0
2024-09-30,SKU-001,DC-01,456,456,914,0,0,0
2024-10-01,SKU-001,DC-01,164,164,750,0,0,0
2024-10-02,SKU-001,DC-01,451,451,299,0,0,0
2024-10-03,SKU-001,DC-01,409,299,0,110,0,0
2024-10-04,SKU-001,DC-01,582,0,0,582,0,0
2024-10-05,SKU-001,DC-01,122,0,0,122,0,0
2024-10-06,SKU-001,DC-01,132,0,0,132,0,3216
2024-10-07,SKU-001,DC-01,272,0,0,272,0,0
2024-10-08,SKU-001,DC-01,206,0,0,206,0,0
2024-10-09,SKU-001,DC-01,749,749,2467,0,3216,0
2024-10-10,SKU-001,DC-01,616,616,1851,0,0,0
2024-10-11,SKU-001,DC-01,487,487,1364,0,0,0
2024-10-12,SKU-001,DC-01,273,273,1091,0,0,0
2024-10-13,SKU-001,DC-01,119,119,972,0,0,2244
2024-10-14,SKU-001,DC-01,409,409,563,0,0,0
2024-10-15,SKU-001,DC-01,438,438,125,0,0,0
2024-10-16,SKU-001,DC-01,369,369,2000,0,2244,0
2024-10-17,SKU-001,DC-01,374,374,1626,0,0,0
2024-10-18,SKU-001,DC-01,372,372,1254,0,0,0
2024-10-19,SKU-001,DC-01,47,47,1207,0,0,0
2024-10-20,SKU-001,DC-01,319,319,888,0,0,2328
2024-10-21,SKU-001,DC-01,465,465,423,0,0,0
2024-10-22,SKU-001,DC-01,94,94,329,0,0,0
2024-10-23,SKU-001,DC-01,567,567,2090,0,2328,0
2024-10-24,SKU-001,DC-01,299,299,1791,0,0,0
2024-10-25,SKU-001,DC-01,270,270,1521,0,0,0
2024-10-26,SKU-001,DC-01,147,147,1374,0,0,0
2024-10-27,SKU-001,DC-01,216,216,1158,0,0,2058
2024-10-28,SKU-001,DC-01,604,604,554,0,0,0
2024-10-29,SKU-001,DC-01,305,305,249,0,0,0
2024-10-30,SKU-001,DC-01,322,322,1985,0,2058,0
2024-10-31,SKU-001,DC-01,694,694,1291,0,0,0
2024-11-01,SKU-001,DC-01,361,361,930,0,0,0
2024-11-02,SKU-001,DC-01,223,223,707,0,0,0
2024-11-03,SKU-001,DC-01,161,161,546,0,0,2670
2024-11-04,SKU-001,DC-01,186,186,360,0,0,0
2024-11-05,SKU-001,DC-01,274,274,86,0,0,0
2024-11-06,SKU-001,DC-01,484,484,2272,0,2670,0
2024-11-07,SKU-001,DC-01,529,529,1743,0,0,0
2024-11-08,SKU-001,DC-01,746,746,997,0,0,0
2024-11-09,SKU-001,DC-01,155,155,842,0,0,0
2024-11-10,SKU-001,DC-01,250,250,592,0,0,2624
2024-11-11,SKU-001,DC-01,516,516,76,0,0,0
2024-11-12,SKU-001,DC-01,416,76,0,340,0,0
2024-11-13,SKU-001,DC-01,249,249,2375,0,2624,0
2024-11-14,SKU-001,DC-01,217,217,2158,0,0,0
2024-11-15,SKU-001,DC-01,510,510,1648,0,0,0
2024-11-16,SKU-001,DC-01,273,273,1375,0,0,0
2024-11-17,SKU-001,DC-01,261,261,1114,0,0,2102
2024-11-18,SKU-001,DC-01,337,337,777,0,0,0
2024-11-19,SKU-001,DC-01,323,323,454,0,0,0
2024-11-20,SKU-001,DC-01,258,258,2298,0,2102,0
2024-11-21,SKU-001,DC-01,375,375,1923,0,0,0
2024-11-22,SKU-001,DC-01,75,75,1848,0,0,0
2024-11-23,SKU-001,DC-01,202,202,1646,0,0,0
2024-11-24,SKU-001,DC-01,263,263,1383,0,0,0
2024-11-25,SKU-001,DC-01,859,859,524,0,0,0
2024-11-26,SKU-001,DC-01,546,524,0,22,0,0
2024-11-27,SKU-001,DC-01,383,0,0,383,0,0
2024-11-28,SKU-001,DC-01,335,0,0,335,0,0
2024-11-29,SKU-001,DC-01,393,0,0,393,0,0
2024-11-30,SKU-001,DC-01,150,0,0,150,0,0
2024-12-01,SKU-001,DC-01,217,0,0,217,0,3216
2024-12-02,SKU-001,DC-01,415,0,0,415,0,0
2024-12-03,SKU-001,DC-01,293,0,0,293,0,0
2024-12-04,SKU-001,DC-01,352,352,2864,0,3216,0
2024-12-05,SKU-001,DC-01,805,805,2059,0,0,0
2024-12-06,SKU-001,DC-01,292,292,1767,0,0,0
2024-12-07,SKU-001,DC-01,176,176,1591,0,0,0
2024-12-08,SKU-001,DC-01,299,299,1292,0,0,0
2024-12-09,SKU-001,DC-01,645,645,647,0,0,0
2024-12-10,SKU-001,DC-01,245,245,402,0,0,0
2024-12-11,SKU-001,DC-01,251,251,151,0,0,0
2024-12-12,SKU-001,DC-01,589,151,0,438,0,0
2024-12-13,SKU-001,DC-01,463,0,0,463,0,0
2024-12-14,SKU-001,DC-01,50,0,0,50,0,0
2024-12-15,SKU-001,DC-01,182,0,0,182,0,3216
2024-12-16,SKU-001,DC-01,364,0,0,364,0,0
2024-12-17,SKU-001,DC-01,135,0,0,135,0,0
2024-12-18,SKU-001,DC-01,560,560,2656,0,3216,0
2024-12-19,SKU-001,DC-01,99,99,2557,0,0,0
2024-12-20,SKU-001,DC-01,254,254,2303,0,0,0
2024-12-21,SKU-001,DC-01,503,503,1800,0,0,0
2024-12-22,SKU-001,DC-01,68,68,1732,0,0,0
2024-12-23,SKU-001,DC-01,133,133,1599,0,0,0
2024-12-24,SKU-001,DC-01,426,426,1173,0,0,0
2024-12-25,SKU-001,DC-01,175,175,998,0,0,0
2024-12-26,SKU-001,DC-01,320,320,678,0,0,0
2024-12-27,SKU-001,DC-01,716,678,0,38,0,0
2024-12-28,SKU-001,DC-01,313,0,0,313,0,0
2024-12-29,SKU-001,DC-01,162,0,0,162,0,3216
2024-12-30,SKU-001,DC-01,502,0,0,502,0,0
2024-12-31,SKU-001,DC-01,494,0,0,494,0,0
2023-01-01,SKU-001,DC-02,128,128,2596,0,0,0
2023-01-02,SKU-001,DC-02,358,358,2238,0,0,0
2023-01-03,SKU-001,DC-02,241,241,1997,0,0,0
2023-01-04,SKU-001,DC-02,222,222,1775,0,0,0
2023-01-05,SKU-001,DC-02,395,395,1380,0,0,0
2023-01-06,SKU-001,DC-02,541,541,839,0,0,0
2023-01-07,SKU-001,DC-02,152,152,687,0,0,0
2023-01-08,SKU-001,DC-02,153,153,534,0,0,2288
2023-01-09,SKU-001,DC-02,433,433,101,0,0,0
2023-01-10,SKU-001,DC-02,300,101,0,199,0,0
2023-01-11,SKU-001,DC-02,628,0,0,628,0,0
2023-01-12,SKU-001,DC-02,155,155,2133,0,2288,0
2023-01-13,SKU-001,DC-02,468,468,1665,0,0,0
2023-01-14,SKU-001,DC-02,108,108,1557,0,0,0
2023-01-15,SKU-001,DC-02,140,140,1417,0,0,0
2023-01-16,SKU-001,DC-02,283,283,1134,0,0,0
2023-01-17,SKU-001,DC-02,233,233,901,0,0,0
2023-01-18,SKU-001,DC-02,264,264,637,0,0,0
2023-01-19,SKU-001,DC-02,309,309,328,0,0,0
2023-01-20,SKU-001,DC-02,369,328,0,41,0,0
2023-01-21,SKU-001,DC-02,149,0,0,149,0,0
2023-01-22,SKU-001,DC-02,174,0,0,174,0,2822
2023-01-23,SKU-001,DC-02,440,0,0,440,0,0
2023-01-24,SKU-001,DC-02,308,0,0,308,0,0
2023-01-25,SKU-001,DC-02,323,0,0,323,0,0
2023-01-26,SKU-001,DC-02,431,431,2391,0,2822,0
2023-01-27,SKU-001,DC-02,351,351,2040,0,0,0
2023-01-28,SKU-001,DC-02,255,255,1785,0,0,0
2023-01-29,SKU-001,DC-02,166,166,1619,0,0,0
2023-01-30,SKU-001,DC-02,171,171,1448,0,0,0
2023-01-31,SKU-001,DC-02,283,283,1165,0,0,0
2023-02-01,SKU-001,DC-02,385,385,780,0,0,0
2023-02-02,SKU-001,DC-02,565,565,215,0,0,0
2023-02-03,SKU-001,DC-02,393,215,0,178,0,0
2023-02-04,SKU-001,DC-02,58,0,0,58,0,0
2023-02-05,SKU-001,DC-02,125,0,0,125,0,2822
2023-02-06,SKU-001,DC-02,510,0,0,510,0,0
2023-02-07,SKU-001,DC-02,380,0,0,380,0,0
2023-02-08,SKU-001,DC-02,293,0,0,293,0,0
2023-02-09,SKU-001,DC-02,397,397,2425,0,2822,0
2023-02-10,SKU-001,DC-02,340,340,2085,0,0,0
2023-02-11,SKU-001,DC-02,96,96,1989,0,0,0
2023-02-12,SKU-001,DC-02,109,109,1880,0,0,0
2023-02-13,SKU-001,DC-02,281,281,1599,0,0,0
2023-02-14,SKU-001,DC-02,249,249,1350,0,0,0
2023-02-15,SKU-001,DC-02,221,221,1129,0,0,0
2023-02-16,SKU-001,DC-02,300,300,829,0,0,0
2023-02-17,SKU-001,DC-02,638,638,191,0,0,0
2023-02-18,SKU-001,DC-02,329,191,0,138,0,0
2023-02-19,SKU-001,DC-02,152,0,0,152,0,2822
2023-02-20,SKU-001,DC-02,280,0,0,280,0,0
2023-02-21,SKU-001,DC-02,194,0,0,194,0,0
2023-02-22,SKU-001,DC-02,604,0,0,604,0,0
2023-02-23,SKU-001,DC-02,315,315,2507,0,2822,0
2023-02-24,SKU-001,DC-02,326,326,2181,0,0,0
2023-02-25,SKU-001,DC-02,226,226,1955,0,0,0
2023-02-26,SKU-001,DC-02,240,240,1715,0,0,0
2023-02-27,SKU-001,DC-02,553,553,1162,0,0,0
2023-02-28,SKU-001,DC-02,279,279,883,0,0,0
2023-03-01,SKU-001,DC-02,276,276,607,0,0,0
2023-03-02,SKU-001,DC-02,401,401,206,0,0,0
2023-03-03,SKU-001,DC-02,653,206,0,447,0,0
2023-03-04,SKU-001,DC-02,81,0,0,81,0,0
2023-03-05,SKU-001,DC-02,96,0,0,96,0,2822
2023-03-06,SKU-001,DC-02,119,0,0,119,0,0
2023-03-07,SKU-001,DC-02,256,0,0,256,0,0
2023-03-08,SKU-001,DC-02,241,0,0,241,0,0
2023-03-09,SKU-001,DC-02,356,356,2466,0,2822,0
2023-03-10,SKU-001,DC-02,240,240,2226,0,0,0
2023-03-11,SKU-001,DC-02,217,217,2009,0,0,0
2023-03-12,SKU-001,DC-02,166,166,1843,0,0,0
2023-03-13,SKU-001,DC-02,254,254,1589,0,0,0
2023-03-14,SKU-001,DC-02,310,310,1279,0,0,0
2023-03-15,SKU-001,DC-02,114,114,1165,0,0,0
2023-03-16,SKU-001,DC-02,453,453,712,0,0,0
2023-03-17,SKU-001,DC-02,174,174,538,0,0,0
2023-03-18,SKU-001,DC-02,86,86,452,0,0,0
2023-03-19,SKU-001,DC-02,266,266,186,0,0,2636
2023-03-20,SKU-001,DC-02,288,186,0,102,0,0
2023-03-21,SKU-001,DC-02,152,0,0,152,0,0
2023-03-22,SKU-001,DC-02,271,0,0,271,0,0
2023-03-23,SKU-001,DC-02,55,55,2581,0,2636,0
2023-03-24,SKU-001,DC-02,380,380,2201,0,0,0
2023-03-25,SKU-001,DC-02,91,91,2110,0,0,0
2023-03-26,SKU-001,DC-02,152,152,1958,0,0,0
2023-03-27,SKU-001,DC-02,237,237,1721,0,0,0
2023-03-28,SKU-001,DC-02,410,410,1311,0,0,0
2023-03-29,SKU-001,DC-02,271,271,1040,0,0,0
2023-03-30,SKU-001,DC-02,218,218,822,0,0,0
2023-03-31,SKU-001,DC-02,269,269,553,0,0,0
2023-04-01,SKU-001,DC-02,86,86,467,0,0,0
2023-04-02,SKU-001,DC-02,94,94,373,0,0,2449
2023-04-03,SKU-001,DC-02,183,183,190,0,0,0
2023-04-04,SKU-001,DC-02,313,190,0,123,0,0
2023-04-05,SKU-001,DC-02,348,0,0,348,0,0
2023-04-06,SKU-001,DC-02,71,71,2378,0,2449,0
2023-04-07,SKU-001,DC-02,221,221,2157,0,0,0
2023-04-08,SKU-001,DC-02,158,158,1999,0,0,0
2023-04-09,SKU-001,DC-02,175,175,1824,0,0,0
2023-04-10,SKU-001,DC-02,200,200,1624,0,0,0
2023-04-11,SKU-001,DC-02,359,359,1265,0,0,0
2023-04-12,SKU-001,DC-02,462,462,803,0,0,0
2023-04-13,SKU-001,DC-02,344,344,459,0,0,0
2023-04-14,SKU-001,DC-02,174,174,285,0,0,0
2023-04-15,SKU-001,DC-02,250,250,35,0,0,0
2023-04-16,SKU-001,DC-02,97,35,0,62,0,2822
2023-04-17,SKU-001,DC-02,357,0,0,357,0,0
2023-04-18,SKU-001,DC-02,164,0,0,164,0,0
2023-04-19,SKU-001,DC-02,290,0,0,290,0,0
2023-04-20,SKU-001,DC-02,244,244,2578,0,2822,0
2023-04-21,SKU-001,DC-02,207,207,2371,0,0,0
2023-04-22,SKU-001,DC-02,188,188,2183,0,0,0
2023-04-23,SKU-001,DC-02,184,184,1999,0,0,0
2023-04-24,SKU-001,DC-02,175,175,1824,0,0,0
2023-04-25,SKU-001,DC-02,385,385,1439,0,0,0
2023-04-26,SKU-001,DC-02,109,109,1330,0,0,0
2023-04-27,SKU-001,DC-02,186,186,1144,0,0,0
2023-04-28,SKU-001,DC-02,221,221,923,0,0,0
2023-04-29,SKU-001,DC-02,66,66,857,0,0,0
2023-04-30,SKU-001,DC-02,167,167,690,0,0,2132
2023-05-01,SKU-001,DC-02,162,162,528,0,0,0
2023-05-02,SKU-001,DC-02,295,295,233,0,0,0
2023-05-03,SKU-001,DC-02,272,233,0,39,0,0
2023-05-04,SKU-001,DC-02,301,301,1831,0,2132,0
2023-05-05,SKU-001,DC-02,152,152,1679,0,0,0
2023-05-06,SKU-001,DC-02,99,99,1580,0,0,0
2023-05-07,SKU-001,DC-02,119,119,1461,0,0,0
2023-05-08,SKU-001,DC-02,341,341,1120,0,0,0
2023-05-09,SKU-001,DC-02,323,323,797,0,0,0
2023-05-10,SKU-001,DC-02,81,81,716,0,0,0
2023-05-11,SKU-001,DC-02,170,170,546,0,0,0
2023-05-12,SKU-001,DC-02,223,223,323,0,0,0
2023-05-13,SKU-001,DC-02,120,120,203,0,0,0
2023-05-14,SKU-001,DC-02,65,65,138,0,0,2684
2023-05-15,SKU-001,DC-02,162,138,0,24,0,0
2023-05-16,SKU-001,DC-02,142,0,0,142,0,0
2023-05-17,SKU-001,DC-02,89,0,0,89,0,0
2023-05-18,SKU-001,DC-02,238,238,2446,0,2684,0
2023-05-19,SKU-001,DC-02,278,278,2168,0,0,0
2023-05-20,SKU-001,DC-02,151,151,2017,0,0,0
2023-05-21,SKU-001,DC-02,85,85,1932,0,0,0
2023-05-22,SKU-001,DC-02,190,190,1742,0,0,0
2023-05-23,SKU-001,DC-02,101,101,1641,0,0,0
2023-05-24,SKU-001,DC-02,317,317,1324,0,0,0
2023-05-25,SKU-001,DC-02,279,279,1045,0,0,0
2023-05-26,SKU-001,DC-02,263,263,782,0,0,0
2023-05-27,SKU-001,DC-02,110,110,672,0,0,0
2023-05-28,SKU-001,DC-02,161,161,511,0,0,2311
2023-05-29,SKU-001,DC-02,107,107,404,0,0,0
2023-05-30,SKU-001,DC-02,291,291,113,0,0,0
2023-05-31,SKU-001,DC-02,115,113,0,2,0,0
2023-06-01,SKU-001,DC-02,88,88,2223,0,2311,0
2023-06-02,SKU-001,DC-02,192,192,2031,0,0,0
2023-06-03,SKU-001,DC-02,262,262,1769,0,0,0
2023-06-04,SKU-001,DC-02,296,296,1473,0,0,0
2023-06-05,SKU-001,DC-02,209,209,1264,0,0,0
2023-06-06,SKU-001,DC-02,128,128,1136,0,0,0
2023-06-07,SKU-001,DC-02,252,252,884,0,0,0
2023-06-08,SKU-001,DC-02,372,372,512,0,0,0
2023-06-09,SKU-001,DC-02,183,183,329,0,0,0
2023-06-10,SKU-001,DC-02,125,125,204,0,0,0
2023-06-11,SKU-001,DC-02,198,198,6,0,0,2816
2023-06-12,SKU-001,DC-02,380,6,0,374,0,0
2023-06-13,SKU-001,DC-02,229,0,0,229,0,0
2023-06-14,SKU-001,DC-02,99,0,0,99,0,0
2023-06-15,SKU-001,DC-02,121,121,2695,0,2816,0
2023-06-16,SKU-001,DC-02,138,138,2557,0,0,0
2023-06-17,SKU-001,DC-02,152,152,2405,0,0,0
2023-06-18,SKU-001,DC-02,70,70,2335,0,0,0
2023-06-19,SKU-001,DC-02,330,330,2005,0,0,0
2023-06-20,SKU-001,DC-02,221,221,1784,0,0,0
2023-06-21,SKU-001,DC-02,114,114,1670,0,0,0
2023-06-22,SKU-001,DC-02,162,162,1508,0,0,0
2023-06-23,SKU-001,DC-02,233,233,1275,0,0,0
2023-06-24,SKU-001,DC-02,116,116,1159,0,0,0
2023-06-25,SKU-001,DC-02,101,101,1058,0,0,1764
2023-06-26,SKU-001,DC-02,201,201,857,0,0,0
